shrid2,road_award_date_new,road_award_date_upg,road_comp_date_new,road_comp_date_upg,road_comp_date_stip_new,road_comp_date_stip_upg,road_sanc_year_new,road_sanc_year_upg,road_length_new,road_length_upg,road_cost_new,road_cost_upg,road_cost_sanc_new,road_cost_sanc_upg,road_cost_state_new,road_cost_state_upg,road_name_new,road_name_upg
01-15-03-0091-00027100,,,,,,,,,,,,,,,,,,
01-15-03-0091-00027200,,,,,,,,,,,,,,,,,,
01-15-03-0091-00027300,,,,,,,,,,,,,,,,,,
01-15-03-0091-00027400,,,,,,,,,,,,,,,,,,
01-15-03-0091-00027500,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039100,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039200,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039300,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039400,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039500,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039700,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039800,,,,,,,,,,,,,,,,,,
01-15-05-0092-00039900,,,,,,,,,,,,,,,,,,
01-15-05-0092-00040000,,,,,,,,,,,,,,,,,,
01-15-05-0092-00040100,,,,,,,,,,,,,,,,,,
01-15-05-0092-00040300,,,,,,,,,,,,,,,,,,
01-15-05-0092-00040400,,,,,,,,,,,,,,,,,,
01-16-04-0007-00085800,,,,,,,,,,,,,,,,,,
01-17-03-0002-00278800,,,,,,,,,,,,,,,,,,
01-17-04-0001-00317300,,,,,,,,,,,,,,,,,,
01-17-04-0001-00330200,,,,,,,,,,,,,,,,,,
01-17-04-0002-00346500,,,,,,,,,,,,,,,,,,
01-17-04-0002-00348200,,,,,,,,,,,,,,,,,,
01-17-05-0002-00431600,,,,,,,,,,,,,,,,,,
01-17-05-0002-00432100,,,,,,,,,,,,,,,,,,
01-17-06-0001-00457000,,,,,,,,,,,,,,,,,,
01-17-06-0001-00457400,,,,,,,,,,,,,,,,,,
01-17-06-0001-00457900,,,,,,,,,,,,,,,,,,
01-17-06-0001-00459000,,,,,,,,,,,,,,,,,,
01-17-06-0001-00462200,,,,,,,,,,,,,,,,,,
01-17-06-0001-00467800,,,,,,,,,,,,,,,,,,
01-17-06-0001-00468000,,,,,,,,,,,,,,,,,,
01-17-06-0001-00468800,,,,,,,,,,,,,,,,,,
01-17-06-0001-00469000,,,,,,,,,,,,,,,,,,
01-17-06-0001-00469200,,,,,,,,,,,,,,,,,,
01-17-06-0002-00478400,,,,,,,,,,,,,,,,,,
01-17-06-0002-00479000,,,,,,,,,,,,,,,,,,
01-17-06-0006-00519900,,,,,,,,,,,,,,,,,,
01-17-06-0006-00520100,,,,,,,,,,,,,,,,,,
01-17-06-0006-00522800,,,,,,,,,,,,,,,,,,
01-17-06-0006-00524000,,,,,,,,,,,,,,,,,,
01-17-06-0007-00537700,,,,,,,,,,,,,,,,,,
01-17-06-0007-00538200,,,,,,,,,,,,,,,,,,
01-18-05-0001-00416800,,,,,,,,,,,,,,,,,,
01-18-06-0001-00519400,,,,,,,,,,,,,,,,,,
01-18-06-0012-00633400,,,,,,,,,,,,,,,,,,
01-18-10-0006-01011900,,,,,,,,,,,,,,,,,,
01-18-11-0007-01251700,,,,,,,,,,,,,,,,,,
01-18-11-0007-01252400,,,,,,,,,,,,,,,,,,
01-18-11-0007-01254200,,,,,,,,,,,,,,,,,,
01-18-11-0007-01254700,,,,,,,,,,,,,,,,,,
01-18-11-0007-01256500,,,,,,,,,,,,,,,,,,
01-18-11-0007-01262100,,,,,,,,,,,,,,,,,,
01-18-11-0007-01262200,,,,,,,,,,,,,,,,,,
01-18-12-0001-01270800,,,,,,,,,,,,,,,,,,
01-18-12-0001-01274400,,,,,,,,,,,,,,,,,,
01-18-12-0001-01274600,,,,,,,,,,,,,,,,,,
01-18-12-0001-01274700,,,,,,,,,,,,,,,,,,
01-18-12-0001-01276900,,,,,,,,,,,,,,,,,,
01-18-12-0001-01280800,,,,,,,,,,,,,,,,,,
01-18-12-0091-01359400,,,,,,,,,,,,,,,,,,
01-18-12-0091-01361200,,,,,,,,,,,,,,,,,,
01-18-12-0091-01361900,,,,,,,,,,,,,,,,,,
01-18-12-0091-01364100,,,,,,,,,,,,,,,,,,
01-18-16-0004-01807400,,,,,,,,,,,,,,,,,,
01-18-16-0004-01807500,,,,,,,,,,,,,,,,,,
01-18-17-0004-01894800,,,,,,,,,,,,,,,,,,
01-18-17-0005-01923100,,,,,,,,,,,,,,,,,,
01-18-17-0005-01931400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02098400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02098800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02099100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02099200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02099300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02099400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02099500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02099800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02100300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02100400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02100500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02100600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02100800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02100900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02101100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02101200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02101300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02101600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02102900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02103400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02103700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02103800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02105000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02105100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02105500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02105600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02106200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02106800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02107000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02107600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02107900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02108400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02108500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02108600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02108700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02108900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02109000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02109100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02109200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02110100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02110400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02110600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02110700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02110900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02111200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02111400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02111700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02111900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02112000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02112200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02112400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02112500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02112700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02112900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02113500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02113600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02113900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02114100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02114300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02114700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02115200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02115300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02115400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02115500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02115600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02116700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02117200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02117400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02117700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02117800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02117900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02118100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02118200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02118300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02118600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02119400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02119500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02119800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02120400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02120800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02121000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02121600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02121700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02121800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02121900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02122300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02122500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02122700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02122900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02123000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02123400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02124200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02124300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02124400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02124500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02124600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02124700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02125900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02126200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02126300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02126400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02126500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02126800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02128000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02128600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02129600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02129700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02129800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02129900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02130200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02130500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02130600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02130800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02130900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02131000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02131100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02131400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02131600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02131700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02131800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02132000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02132300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02132400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02132600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02132700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02132800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02132900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02136900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02137000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02137800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02138100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02138200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02139100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02139800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02140100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02140300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02142400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02143200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02143900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02144400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02146700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02147000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02148200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02148400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02148600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02149000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02149100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02149500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02149600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02149700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02149900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02150200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02150300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02150500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02150600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02151400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02151500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02151600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02151900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02152500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02153100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02153400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02153600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02153700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02153800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02154000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02154100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02154300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02154500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02154700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02154800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02155800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02157000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02157100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02157400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02158400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02158900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02159900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02160300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02160400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02161400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02161700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02162000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02162200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02162800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02163000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02164300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02164600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02164700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02165400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02167100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02167500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02167700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02167800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02168000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02169100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02169200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02169700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02169900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02170900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02171200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02171400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02171600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02171700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02171800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02172100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02172600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02173000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02173300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02173600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02173700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02173800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02173900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02174800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02174900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02175100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02175600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02176200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02176300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02176500,,,,,,,,,,,,,,,,,,
01-18-19-0002-02176700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02176800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02176900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02177000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02177100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02177200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02177300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02178000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02178400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02178600,,,,,,,,,,,,,,,,,,
01-18-19-0002-02178700,,,,,,,,,,,,,,,,,,
01-18-19-0002-02178900,,,,,,,,,,,,,,,,,,
01-18-19-0002-02179000,,,,,,,,,,,,,,,,,,
01-18-19-0002-02179100,,,,,,,,,,,,,,,,,,
01-18-19-0002-02179300,,,,,,,,,,,,,,,,,,
01-18-19-0002-02179400,,,,,,,,,,,,,,,,,,
01-18-19-0002-02179800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02180200,,,,,,,,,,,,,,,,,,
01-18-19-0002-02180800,,,,,,,,,,,,,,,,,,
01-18-19-0002-02181300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02182200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02182300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02182400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02182800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02182900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02183000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02183100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02183200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02184700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02184800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02185100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02185200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02185300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02185500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02185900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02186600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02186700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02187700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02188300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02188800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02189600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02189700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02189900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02191800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02192400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02192500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02194800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02196000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02196300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02196500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02196600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02196800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02198600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02198900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02199200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02199400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02199500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02199700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02201100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02201800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02205100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02210400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02211600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02211800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02211900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02212300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02212400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02212500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02212600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02212800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02212900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02213000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02213500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02213600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02214800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02214900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02215900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02216100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02216400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02217100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02217200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02217300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02217500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02217700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02218000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02218100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02219900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02220100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02220200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02220300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02220400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02223500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02223700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02224400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02224500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02224600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02225300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02225400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02225500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02225600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02225900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02226000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02226100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02226200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02226300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02227000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02227200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02227600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02227900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228600,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228800,,,,,,,,,,,,,,,,,,
01-18-19-0003-02228900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02237900,,,,,,,,,,,,,,,,,,
01-18-19-0003-02238000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02238100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02238300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02238400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02238500,,,,,,,,,,,,,,,,,,
01-18-19-0003-02238700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02239100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02240000,,,,,,,,,,,,,,,,,,
01-18-19-0003-02240100,,,,,,,,,,,,,,,,,,
01-18-19-0003-02240200,,,,,,,,,,,,,,,,,,
01-18-19-0003-02240300,,,,,,,,,,,,,,,,,,
01-18-19-0003-02240400,,,,,,,,,,,,,,,,,,
01-18-19-0003-02240700,,,,,,,,,,,,,,,,,,
01-18-19-0003-02240800,,,,,,,,,,,,,,,,,,
